Draft_Yr,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Rush_Att,Rush_Yds,Rush_TD,Rec,Rec_Yds,Rec_TD,Solo,Def_Int,Sk,College,,Player_NFL_Link,Player_NCAA_Link
1994,2,41,NYJ,Ryan Yarborough,WR,23,1998,0,0,0,2,1,51,0,0,0,0,0,0,0,0,44,494,3,,,,Wyoming,College Stats,/players/Y/YarbRy00.htm,http://www.sports-reference.com/cfb/players/ryan-yarborough-1.html
1994,2,42,PHI,Charlie Garner,RB,22,2004,0,1,5,73,11,147,0,0,0,0,0,1537,7097,39,419,3711,12,3,,,Tennessee,College Stats,/players/G/GarnCh00.htm,http://www.sports-reference.com/cfb/players/charlie-garner-1.html
1994,2,43,SDG,Isaac Davis,G,22,1997,0,0,2,14,13,58,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats,/players/D/DaviIs20.htm,http://www.sports-reference.com/cfb/players/isaac-davis-1.html
1994,2,44,NOR,Mario Bates,RB,21,2000,0,0,3,20,17,98,1,1,21,1,0,841,3048,38,65,419,0,,,,Arizona St.,College Stats,/players/B/BateMa00.htm,http://www.sports-reference.com/cfb/players/mario-bates-1.html
1994,2,45,ATL,Bert Emanuel,WR,23,2001,0,0,6,39,30,103,0,1,0,0,1,7,13,0,351,4852,28,1,,,Rice,College Stats,/players/E/EmanBe00.htm,http://www.sports-reference.com/cfb/players/bert-emanuel-1.html
1994,2,46,DAL,Larry Allen,G,22,2007,6,11,13,98,93,203,0,0,0,0,0,0,0,0,0,0,0,,,,Sonoma St.,,/players/A/AlleLa00.htm,
1994,2,47,NYG,Thomas Randolph,DB,23,1999,0,0,2,18,16,95,0,0,0,0,0,0,0,0,0,0,0,175,6,,Kansas St.,,/players/R/RandTh20.htm,
1994,2,48,BUF,Bucky Brooks,DB,23,1998,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,12,,,North Carolina,College Stats,/players/B/BrooBu20.htm,http://www.sports-reference.com/cfb/players/bucky-brooks-1.html
1994,2,49,RAM,Toby Wright,DB,23,1999,0,0,3,18,18,59,0,0,0,0,0,1,9,0,0,0,0,228,7,2.0,Nebraska,,/players/W/WrigTo20.htm,
1994,2,50,PIT,Brentson Buckner,DT,22,2005,0,0,8,53,17,174,0,0,0,0,0,0,0,0,0,0,0,303,2,31.0,Clemson,,/players/B/BuckBr20.htm,
1994,2,51,DEN,Allen Aldridge,LB,22,2001,0,0,7,40,20,128,0,0,0,0,0,0,0,0,0,0,0,335,1,10.5,Houston,,/players/A/AldrAl21.htm,
1994,2,52,RAI,James Folston,LB,23,2000,0,0,0,8,8,84,0,0,0,0,0,0,0,0,1,-1,0,38,,3.0,La-Monroe,,/players/F/FolsJa20.htm,
1994,2,53,SFO,Kevin Mitchell,LB,23,2003,0,0,2,19,4,144,0,0,0,0,0,0,0,0,0,0,0,178,2,6.5,Syracuse,,/players/M/MitcKe21.htm,
1994,2,54,MIA,Aubrey Beavers,LB,23,1996,0,0,0,7,7,39,0,0,0,0,0,0,0,0,0,0,0,44,3,,Oklahoma,,/players/B/BeavAu20.htm,
1994,2,55,MIN,Fernando Smith,DE,23,2000,0,0,2,19,14,80,0,0,0,0,0,0,0,0,0,0,0,106,,20.0,Jackson St.,,/players/S/SmitFe20.htm,
1994,2,56,RAM,Brad Ottis,DE,22,2000,0,0,1,11,2,81,0,0,0,0,0,0,0,0,0,0,0,88,,4.0,Wayne State (NE),,/players/O/OttiBr20.htm,
1994,2,57,DET,Van Malone,DB,24,1997,0,0,1,9,9,55,0,0,0,0,0,0,0,0,0,0,0,62,3,,Texas,,/players/M/MaloVa20.htm,
1994,2,58,KAN,Donnell Bennett,RB,21,2001,0,0,2,14,13,102,0,0,0,0,0,529,1941,17,66,352,1,1,,,Miami (FL),College Stats,/players/B/BennDo00.htm,http://www.sports-reference.com/cfb/players/donnell-bennett-1.html
1994,2,59,NYG,Jason Sehorn,DB,23,2003,0,0,3,38,37,117,0,0,0,0,0,0,0,0,0,0,0,373,19,5.5,USC,,/players/S/SehoJa20.htm,
1994,2,60,HOU,Jeremy Nunley,DE,22,1994,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats,/players/N/NunlJe20.htm,http://www.sports-reference.com/cfb/players/jeremy-nunley-1.html
1994,2,61,BUF,Lonnie Johnson,TE,23,1999,0,0,4,13,12,88,0,0,0,0,0,1,6,0,163,1587,6,,,,Florida St.,College Stats,/players/J/JohnLo00.htm,http://www.sports-reference.com/cfb/players/lonnie-johnson-2.html
1994,2,62,SFO,Tyronne Drakeford,DB,23,2001,0,0,2,20,12,97,0,0,0,0,0,0,0,0,0,0,0,217,16,3.0,Virginia Tech,,/players/D/DrakTy20.htm,
1994,2,63,SDG,Vaughn Parker,T,23,2004,0,0,6,40,40,122,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,College Stats,/players/P/ParkVa20.htm,http://www.sports-reference.com/cfb/players/vaughn-parker-1.html
1994,2,64,BUF,Sam Rogers,LB,24,2003,0,0,6,41,35,133,0,0,0,0,0,0,0,0,0,0,0,270,2,30.0,Colorado,,/players/R/RogeSa20.htm,
1994,2,65,MIA,Tim Ruddy,C,22,2003,0,1,9,61,61,156,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,,/players/R/RuddTi20.htm,
1994,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,,
1994,3,66,CIN,Jeff Cothran,FB,23,1996,0,0,2,3,3,39,0,0,0,0,0,57,191,1,19,117,1,,,,Ohio St.,College Stats,/players/C/CothJe00.htm,http://www.sports-reference.com/cfb/players/jeff-cothran-1.html
1994,3,67,IND,Jason Mathews,T,23,2004,0,0,2,26,17,144,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M,,/players/M/MathJa21.htm,
1994,3,68,WAS,Tydus Winans,WR,22,1996,0,0,0,4,4,25,0,0,0,0,0,1,5,0,23,421,2,,,,Fresno St.,College Stats,/players/W/WinaTy00.htm,http://www.sports-reference.com/cfb/players/tydus-winans-1.html
1994,3,69,TAM,Harold Bishop,TE,24,1998,0,0,0,1,0,34,0,0,0,0,0,0,0,0,19,161,0,,,,LSU,College Stats,/players/B/BishHa00.htm,http://www.sports-reference.com/cfb/players/harold-bishop-1.html
1994,3,70,SDG,Andre Coleman,WR,21,1998,0,0,1,10,10,58,0,0,0,0,0,2,0,0,43,602,3,,,,Kansas St.,College Stats,/players/C/ColeAn00.htm,http://www.sports-reference.com/cfb/players/andre-coleman-1.html
1994,3,71,RAM,Keith Lyle,DB,22,2002,0,0,6,36,33,136,0,0,0,0,0,5,47,0,0,0,0,409,31,5.0,Virginia,,/players/L/LyleKe20.htm,
1994,3,72,ATL,Anthony Phillips,DB,23,1998,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,50,2,,Texas A&M-Kingsville,,/players/P/PhilAn20.htm,
1994,3,73,SEA,Lamar Smith,RB,23,2003,0,0,4,32,9,115,1,4,20,1,0,1322,4853,38,159,1255,7,1,,,Houston,College Stats,/players/S/SmitLa00.htm,http://www.sports-reference.com/cfb/players/lamar-smith-2.html
1994,3,74,CHI,Jim Flanigan,DT,23,2003,0,0,6,46,40,145,0,0,0,0,0,1,0,0,3,7,3,260,1,46.0,Notre Dame,,/players/F/FlanJi21.htm,
1994,3,75,CLE,Romeo Bandison,DT,23,1996,0,0,0,1,,14,0,0,0,0,0,0,0,0,0,0,0,5,,,Oregon,,/players/B/BandRo20.htm,
1994,3,76,ARI,Rich Braham,C,23,2006,0,0,9,54,,146,0,0,0,0,0,0,0,0,0,0,0,,,,West Virginia,,/players/B/BrahRi20.htm,
1994,3,77,PHI,Joe Panos,G,23,2000,0,0,4,28,18,83,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,,/players/P/PanoJo20.htm,
1994,3,78,NWE,Ervin Collier,DT,,,0,0,0,,,,,,,,,,,,,,,,,,Florida A&M,,,
1994,3,79,NOR,Winfred Tubbs,LB,23,2000,0,1,6,42,25,98,0,0,0,0,0,0,0,0,0,0,0,473,8,10.5,Texas,College Stats,/players/T/TubbWi20.htm,http://www.sports-reference.com/cfb/players/winfred-tubbs-1.html
1994,3,80,RAI,Calvin Jones,RB,23,1996,0,0,0,1,1,16,0,0,0,0,0,27,112,0,2,6,0,,,,Nebraska,College Stats,/players/J/JoneCa00.htm,http://www.sports-reference.com/cfb/players/calvin-jones-3.html
1994,3,81,BUF,Marlo Perry,LB,22,1999,0,0,1,11,11,76,0,0,0,0,0,0,0,0,0,0,0,125,2,1.5,Jackson St.,,/players/P/PerrMa21.htm,
1994,3,82,SDG,Willie Clark,DB,22,1998,0,0,0,8,5,59,0,0,0,0,0,0,0,0,0,0,0,96,4,,Notre Dame,College Stats,/players/C/ClarWi20.htm,http://www.sports-reference.com/cfb/players/willie-clark-3.html
1994,3,83,RAM,James Bostic,RB,22,1999,0,0,0,1,,11,0,0,0,0,0,5,19,0,5,8,0,,,,Auburn,College Stats,/players/B/BostJa00.htm,http://www.sports-reference.com/cfb/players/james-bostic-1.html
1994,3,84,GNB,LeShon Johnson,RB,23,1999,0,0,1,11,3,62,0,0,0,0,0,253,955,5,43,434,2,,,,Northern Illinois,College Stats,/players/J/JohnLe01.htm,http://www.sports-reference.com/cfb/players/leshon-johnson-1.html
1994,3,85,SFO,Doug Brien,K,23,2005,0,0,9,28,2,154,0,0,0,0,0,0,0,0,0,0,0,3,,,California,,/players/B/briendou01.htm,
1994,3,86,CIN,Steve Shine,LB,,,0,0,0,,,,,,,,,,,,,,,,,,Northwestern,College Stats,,http://www.sports-reference.com/cfb/players/steve-shine-1.html
1994,3,87,SFO,Cory Fleming,WR,23,1995,0,0,0,1,,18,0,0,0,0,0,0,0,0,6,83,0,,,,Tennessee,College Stats,/players/F/FlemCo20.htm,http://www.sports-reference.com/cfb/players/cory-fleming-2.html
1994,3,88,PIT,Jason Gildon,LB,22,2004,1,3,8,75,75,167,0,0,0,0,0,0,0,0,0,0,0,382,2,80.0,Oklahoma St.,,/players/G/GildJa00.htm,
1994,3,89,ARI,Eric England,DE,23,1996,0,0,0,3,3,37,0,0,0,0,0,0,0,0,0,0,0,16,,,Texas A&M,,/players/E/EnglEr20.htm,
1994,3,90,NWE,Joe Burch,C,,,0,0,0,,,,,,,,,,,,,,,,,,Texas Southern,,,
1994,3,91,PIT,Bam Morris,RB,22,1999,0,0,2,28,10,74,0,0,0,0,0,974,3809,35,103,790,1,,,,Texas Tech,College Stats,/players/M/MorrBa00.htm,http://www.sports-reference.com/cfb/players/bam-morris-1.html
1994,3,92,KAN,Lake Dawson,WR,22,1997,0,0,2,12,12,43,0,0,0,0,0,4,15,0,103,1406,10,,,,Notre Dame,College Stats,/players/D/DawsLa01.htm,http://www.sports-reference.com/cfb/players/lake-dawson-1.html
1994,3,93,DET,Shane Bonham,DT,23,1999,0,0,0,6,4,76,0,0,0,0,0,0,0,0,0,0,0,33,,4.0,Tennessee,,/players/B/BonhSh20.htm,
1994,3,94,NYJ,Lou Benfatti,DT,23,1995,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,14,,,Penn St.,,/players/B/BenfLo20.htm,
1994,3,95,NYG,Gary Downs,RB,22,2000,0,0,0,1,1,70,0,0,0,0,0,45,149,0,9,66,0,,,,North Carolina St.,College Stats,/players/D/DownGa00.htm,http://www.sports-reference.com/cfb/players/gary-downs-1.html
1994,3,96,KAN,Chris Penn,WR,23,1999,0,0,1,15,6,70,0,0,0,0,0,1,-1,0,148,1945,12,,,,Tulsa,College Stats,/players/P/PennCh00.htm,http://www.sports-reference.com/cfb/players/chris-penn-1.html
1994,3,97,WAS,Joe Patton,T,22,1998,0,0,3,25,25,61,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama A&M,,/players/P/PattJo21.htm,
1994,3,98,BUF,Corey Louchiey,T,22,1997,0,0,0,8,8,45,0,0,0,0,0,0,0,0,1,0,0,,,,South Carolina,,/players/L/LoucCo20.htm,
1994,3,99,ATL,Alai Kalaniuvalu,G,,,0,0,0,,,,,,,,,,,,,,,,,,Oregon St.,,,
1994,3,100,RAM,Ernest Jones,DT,23,1999,0,0,0,2,,29,0,0,0,0,0,0,0,0,0,0,0,13,,3.5,Oregon,,/players/J/JoneEr20.htm,
1994,3,101,HOU,Malcolm Floyd,WR,21,1997,0,0,0,2,2,49,0,0,0,0,0,0,0,0,26,351,2,,,,Fresno St.,College Stats,/players/F/FloyMa01.htm,http://www.sports-reference.com/cfb/players/malcolm-seabron-1.html
1994,3,102,DAL,George Hegamin,T,21,2000,0,0,1,9,5,64,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina St.,,/players/H/HegaGe20.htm,
1994,3,103,PHI,Eric Zomalt,DB,22,1996,0,0,0,4,3,40,0,0,0,0,0,0,0,0,0,0,0,24,,,California,,/players/Z/ZomaEr20.htm,
1994,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,,
1994,4,104,CIN,Corey Sawyer,DB,22,1999,0,0,0,8,8,65,0,0,0,0,0,0,0,0,0,0,0,144,11,3.5,Florida St.,College Stats,/players/S/SawyCo20.htm,http://www.sports-reference.com/cfb/players/corey-sawyer-1.html
1994,4,105,WAS,Kurt Haws,TE,24,1994,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,College Stats,/players/H/HawsKu20.htm,http://www.sports-reference.com/cfb/players/kurt-haws-1.html
1994,4,106,IND,Bradford Banta,TE,23,2004,0,0,0,0,0,156,0,0,0,0,0,0,0,0,2,13,0,8,,,USC,College Stats,/players/B/BantBr00.htm,http://www.sports-reference.com/cfb/players/bradford-banta-1.html
1994,4,107,ARI,Perry Carter,DB,23,1998,0,0,0,3,,28,0,0,0,0,0,0,0,0,0,0,0,45,,,Southern Miss,,/players/C/CartPe20.htm,
1994,4,108,RAM,Chris Brantley,WR,23,1996,0,0,0,0,0,25,0,0,0,0,0,0,0,0,9,76,1,,,,Rutgers,College Stats,/players/B/BranCh00.htm,http://www.sports-reference.com/cfb/players/chris-brantley-2.html
1994,4,109,DAL,Willie Jackson,WR,23,2002,0,0,2,28,,113,0,0,0,0,0,4,16,0,284,3641,24,,,,Florida,College Stats,/players/J/JackWi00.htm,http://www.sports-reference.com/cfb/players/willie-jackson-3.html
1994,4,110,SEA,Larry Whigham,DB,22,2002,0,2,0,14,,136,0,0,0,0,0,0,0,0,0,0,0,120,4,5.0,La-Monroe,,/players/W/WhigLa00.htm,
1994,4,111,ATL,Perry Klein,QB,23,1994,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,,,,C.W. Post,College Stats,/players/K/KleiPe20.htm,http://www.sports-reference.com/cfb/players/perry-klein-1.html
1994,4,112,MIA,Ronnie Woolfork,LB,,,0,0,0,,,,,,,,,,,,,,,,,,Colorado,,,
1994,4,113,ARI,John Reece,DB,23,1995,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,,,,Nebraska,,/players/R/ReecJo20.htm,
1994,4,114,CHI,Raymont Harris,RB,23,2000,0,0,3,19,17,54,0,0,0,0,0,684,2509,16,114,739,1,,,,Ohio St.,College Stats,/players/H/HarrRa00.htm,http://www.sports-reference.com/cfb/players/raymont-harris-1.html
1994,4,115,ARI,Terry Irving,LB,23,1998,0,0,0,10,10,70,0,0,0,0,0,0,0,0,0,0,0,102,,1.0,McNeese St.,,/players/I/IrviTe21.htm,
1994,4,116,NOR,Doug Nussmeier,QB,23,1997,0,0,0,2,2,5,46,82,455,1,4,11,36,0,0,0,0,,,,Idaho,,/players/N/NussDo00.htm,
1994,4,117,NYJ,Orlando Parker,WR,22,1994,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,7,0,,,,Troy,,/players/P/ParkOr20.htm,
1994,4,118,ATL,Mitch Davis,LB,,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats,,http://www.sports-reference.com/cfb/players/mitch-davis-1.html
1994,4,119,HOU,Mike Davis,DB,22,1995,0,0,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,2,,,Cincinnati,,/players/D/DaviMi21.htm,
1994,4,120,RAI,Austin Robbins,DT,23,2000,0,0,1,10,2,80,0,0,0,0,0,0,0,0,0,0,0,61,,6.0,North Carolina,,/players/R/RobbAu20.htm,
1994,4,121,NWE,John Burke,TE,23,1998,0,0,0,2,2,60,0,0,0,0,0,0,0,0,28,273,0,,,,Virginia Tech,College Stats,/players/B/BurkJo00.htm,http://www.sports-reference.com/cfb/players/john-burke-1.html
1994,4,122,PIT,Ta'ase Faumui,DE,23,1995,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,,,Hawaii,,/players/F/FaumTa20.htm,
1994,4,123,DEN,Randy Fuller,DB,24,1999,0,0,0,5,1,64,0,0,0,0,0,0,0,0,0,0,0,74,1,3.0,Tennessee St.,,/players/F/FullRa20.htm,
1994,4,124,DET,Vaughn Bryant,DB,,,0,0,0,,,,,,,,,,,,,,,,,,Stanford,College Stats,,http://www.sports-reference.com/cfb/players/vaughn-bryant-1.html
1994,4,125,MIN,Mike Wells,DT,23,2001,0,0,4,31,,115,0,0,0,0,0,0,0,0,1,13,0,185,1,6.5,Iowa,,/players/W/WellMi23.htm,
1994,4,126,GNB,Gabe Wilkins,DE,23,1999,0,0,3,22,17,84,0,0,0,0,0,0,0,0,0,0,0,87,1,13.5,Gardner-Webb,,/players/W/WilkGa20.htm,
1994,4,127,KAN,Bracy Walker,DB,23,2005,0,0,3,23,3,167,0,0,0,0,0,0,0,0,0,0,0,289,8,2.0,North Carolina,College Stats,/players/W/WalkBr20.htm,http://www.sports-reference.com/cfb/players/bracey-walker-1.html
1994,4,128,NYG,Chris Maumalanga,DT,22,1996,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,6,,,Kansas,,/players/M/MaumCh20.htm,
1994,4,129,HOU,Sean Jackson,RB,,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,College Stats,,http://www.sports-reference.com/cfb/players/sean-jackson-1.html
1994,4,130,BUF,Sean Crocker,DB,,,0,0,0,,,,,,,,,,,,,,,,,,North Carolina,College Stats,,http://www.sports-reference.com/cfb/players/sean-crocker-1.html
1994,4,131,DAL,DeWayne Dotson,LB,23,1997,0,0,0,2,,25,0,0,0,0,0,0,0,0,1,4,0,,,,Mississippi,,/players/D/DotsDe20.htm,
1994,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,,
1994,5,132,CIN,Trent Pollard,T,21,1995,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,,,,East. Washington,,/players/P/PollTr20.htm,
1994,5,133,IND,John Covington,DB,22,1994,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,,,Notre Dame,,/players/C/CoviJo20.htm,
1994,5,134,MIN,Shelly Hammonds,DB,23,1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,Penn St.,College Stats,/players/H/HammSh20.htm,http://www.sports-reference.com/cfb/players/shelly-hammonds-1.html
1994,5,135,NWE,Pat O'Neill,P,23,1995,0,0,2,2,2,25,0,0,0,0,0,0,0,0,0,0,0,,,,Syracuse,,/players/O/oneilpat01.htm,
1994,5,136,TAM,Pete Pierson,T,23,2002,0,0,0,13,13,102,0,0,0,0,0,0,0,0,0,0,0,,,,Washington,,/players/P/PierPe20.htm,
1994,5,137,SDG,Aaron Laing,TE,23,1997,0,0,0,1,0,32,0,0,0,0,0,0,0,0,18,147,1,,,,New Mexico St.,College Stats,/players/L/LainAa00.htm,http://www.sports-reference.com/cfb/players/aaron-laing-1.html
1994,5,138,ATL,Harrison Houston,WR,,,0,0,0,,,,,,,,,,,,,,,,,,Florida,College Stats,,http://www.sports-reference.com/cfb/players/harrison-houston-1.html
1994,5,139,ARI,Anthony Redmon,G,23,2000,0,0,4,28,17,79,0,0,0,0,0,0,0,0,0,0,0,,,,Auburn,,/players/R/RedmAn20.htm,
1994,5,140,PIT,Myron Bell,DB,22,2001,0,0,3,16,11,112,0,0,0,0,0,0,0,0,0,0,0,215,4,6.5,Michigan St.,,/players/B/BellMy20.htm,
1994,5,141,CLE,Issac Booth,DB,23,1996,0,0,0,4,3,35,0,0,0,0,0,0,0,0,0,0,0,55,2,,California,,/players/B/BootIs20.htm,
1994,5,142,NOR,Herman Carroll,DE,23,1994,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi St.,,/players/C/CarrHe21.htm,
1994,5,143,NOR,Craig Novitsky,G,23,1996,0,0,0,7,7,41,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,,/players/N/NoviCr20.htm,
1994,5,144,PHI,Marvin Goodwin,DB,,,0,0,0,,,,,,,,,,,,,,,,,,UCLA,College Stats,,http://www.sports-reference.com/cfb/players/marvin-goodwin-1.html
1994,5,145,SDG,Rodney Harrison,DB,21,2008,2,2,9,72,42,186,0,0,0,0,0,0,0,0,0,0,0,911,34,30.5,West. Illinois,,/players/H/HarrRo01.htm,
1994,5,146,GNB,Terry Mickens,WR,23,1999,0,0,0,8,3,79,0,0,0,0,0,0,0,0,70,851,4,,,,Florida A&M,,/players/M/MickTe00.htm,
1994,5,147,MIA,William Gaines,DT,23,1997,0,0,1,13,1,51,0,0,0,0,0,0,0,0,0,0,0,60,,2.0,Florida,,/players/G/GainWi20.htm,
1994,5,148,PIT,Gary Brown,T,23,1996,0,0,0,5,,25,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia Tech,,/players/B/BrowGa20.htm,
1994,5,149,GNB,Dorsey Levens,RB,24,2004,0,1,3,54,47,144,0,2,0,0,0,1243,4955,36,304,2334,17,2,,,Georgia Tech,College Stats,/players/L/LeveDo00.htm,http://www.sports-reference.com/cfb/players/dorsey-levens-1.html
1994,5,150,SDG,Darren Krein,DE,,,0,0,0,,,,,,,,,,,,,,,,,,Miami (FL),,,
1994,5,151,KAN,James Burton,DB,23,1997,0,0,0,5,,45,0,0,0,0,0,0,0,0,0,0,0,63,1,,Fresno St.,,/players/B/BurtJa20.htm,
1994,5,152,NYJ,Horace Morris,LB,,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee,,,
1994,5,153,SFO,Tony Peterson,LB,22,1999,0,0,0,5,4,87,0,0,0,0,0,0,0,0,0,0,0,,,1.0,Notre Dame,,/players/P/PeteTo20.htm,
1994,5,154,DET,Tony Semple,G,23,2002,0,0,3,23,23,112,0,0,0,0,0,0,0,0,0,0,0,,,,Memphis,,/players/S/SempTo20.htm,
1994,5,155,NYG,Chad Bratzke,DE,22,2003,0,0,7,47,23,129,0,0,0,0,0,0,0,0,0,0,0,297,,56.5,East. Kentucky,,/players/B/BratCh20.htm,
1994,5,156,KAN,Rob Waldrop,DT,22,1994,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Arizona,College Stats,/players/W/WaldRo20.htm,http://www.sports-reference.com/cfb/players/rob-waldrop-1.html
1994,5,157,HOU,Roderick Lewis,TE,23,1997,0,0,2,2,2,45,0,0,0,0,0,0,0,0,28,221,0,,,,Arizona,College Stats,/players/L/LewiRo00.htm,http://www.sports-reference.com/cfb/players/roderick-lewis-1.html
1994,5,158,BUF,A.J. Ofodile,TE,20,1999,0,0,0,0,,24,0,0,0,0,0,0,0,0,4,25,0,,,,Missouri,College Stats,/players/O/OfodA.00.htm,http://www.sports-reference.com/cfb/players/aj-ofodile-1.html
1994,5,159,RAI,Roosevelt Patterson,G,,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,,,
1994,5,160,SDG,Tony Vinson,RB,23,1999,0,0,0,0,,16,0,0,0,0,0,0,0,0,0,0,0,,,,Towson,College Stats,/players/V/VinsTo00.htm,http://www.sports-reference.com/cfb/players/tony-vinson-1.html
1994,5,161,HOU,Jim Reid,T,23,1995,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia,,/players/R/ReidJi20.htm,
1994,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,,
1994,6,162,CIN,Kimo von Oelhoffen,DE,23,2007,0,0,9,56,8,198,0,0,0,0,0,0,0,0,0,0,0,253,,26.5,Boise St.,,/players/V/vonOKi20.htm,
1994,6,163,WAS,Dexter Nottage,DE,23,1997,0,0,0,7,7,48,0,0,0,0,0,0,0,0,0,0,0,58,,6.0,Florida A&M,,/players/N/NottDe20.htm,
1994,6,164,IND,Lamont Warren,RB,21,2002,0,0,0,16,8,96,0,4,0,0,1,287,922,8,146,1270,5,4,,,Colorado,College Stats,/players/W/WarrLa00.htm,http://www.sports-reference.com/cfb/players/lamont-warren-1.html
1994,6,165,TAM,Bernard Carter,LB,23,1995,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,2,,,East Carolina,,/players/C/CartBe20.htm,
1994,6,166,NWE,Steve Hawkins,WR,23,1994,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,22,0,,,,West. Michigan,,/players/H/HawkSt20.htm,
1994,6,167,RAM,Rickey Brady,TE,23,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma,College Stats,/players/B/BradRi20.htm,http://www.sports-reference.com/cfb/players/rickey-brady-1.html
1994,6,168,NWE,Max Lane,T,23,2000,0,0,4,33,33,100,0,0,0,0,0,0,0,0,0,0,0,,,,Navy,College Stats,/players/L/LaneMa20.htm,http://www.sports-reference.com/cfb/players/max-lane-1.html
1994,6,169,GNB,Jay Kearney,WR,,,0,0,0,,,,,,,,,,,,,,,,,,West Virginia,College Stats,,http://www.sports-reference.com/cfb/players/jay-kearney-1.html
1994,6,170,CHI,Lloyd Hill,WR,,,0,0,0,,,,,,,,,,,,,,,,,,Texas Tech,College Stats,,http://www.sports-reference.com/cfb/players/lloyd-hill-1.html
1994,6,171,CLE,Robert Strait,RB,,,0,0,0,,,,,,,,,,,,,,,,,,Baylor,College Stats,,http://www.sports-reference.com/cfb/players/robert-strait-1.html
1994,6,172,ARI,Terry Samuels,TE,23,1995,0,0,0,0,0,20,0,0,0,0,0,1,1,0,10,76,0,,,,Kentucky,College Stats,/players/S/SamuTe20.htm,http://www.sports-reference.com/cfb/players/terry-samuels-1.html
1994,6,173,NYJ,Fred Lester,RB,,,0,0,0,,,,,,,,,,,,,,,,,,Alabama A&M,,,
1994,6,174,PHI,Ryan McCoy,LB,,,0,0,0,,,,,,,,,,,,,,,,,,Houston,,,
1994,6,175,GNB,Ruffin Hamilton,LB,23,1999,0,0,0,3,0,44,0,0,0,0,0,0,0,0,0,0,0,7,,,Tulane,,/players/H/HamiRu20.htm,
1994,6,176,NOR,Derrell Mitchell,WR,22,1994,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,13,0,,,,Texas Tech,College Stats,/players/M/MitcDe00.htm,http://www.sports-reference.com/cfb/players/derrell-mitchell-1.html
1994,6,177,MIA,Brant Boyer,LB,23,2003,0,0,0,18,1,130,0,1,0,0,0,1,7,0,0,0,0,226,6,13.0,Arizona,,/players/B/BoyeBr20.htm,
